PHYLUM;CLASS;ORDER;GENUS;BASE_S;BASE_STG;TOP_S;TOP_STG;RANGE_BASE;RANGE_TOP;EXT_BASE;EXT_TOP;MOBILITY;PREDATOR
Arthropoda;Ostracoda;Podocopida;Bythocypris;Tr;Olen-u;R;*;247;0;247;0;1;0
Arthropoda;Ostracoda;Podocopida;Bythocythere;J;Bath-l;R;*;164;0;164;0;1;0
Arthropoda;Ostracoda;Podocopida;Bythocytheromorpha;K;Camp-u;K;Maes-u;77;66;77;66;1;0
Arthropoda;Ostracoda;Podocopida;Calcaribeyrichia;S;Ludl-u;S;Prid;421;418;421;418;1;0
Arthropoda;Ostracoda;Podocopida;Callicythere;C;u;Tr;Indu;320;250;999;250;1;0
Arthropoda;Ostracoda;Podocopida;Callistocythere;T;Eo-m-u;R;*;40;0;40;0;1;0
Arthropoda;Ostracoda;Podocopida;Camdenidea;D;m;D;u;392;365;999;999;1;0
Arthropoda;Ostracoda;Podocopida;Camptocythere;J;Toar-l;J;Aale;181;176;181;176;1;0
Arthropoda;Ostracoda;Podocopida;Campylocythere;T;Mi-l-u;R;*;18;0;18;0;1;0
Arthropoda;Ostracoda;Podocopida;Capsacythere;T;Mi-u;;;8;8;8;8;1;0
Arthropoda;Ostracoda;Podocopida;Cardobairdia;J;Hett-u;R;;198;0;198;0;1;0
Arthropoda;Ostracoda;Podocopida;Caribbella;T;Mi-l;T;Plio;20.5;4;20.5;4;1;0
Arthropoda;Ostracoda;Podocopida;Carinobairdia;Tr;Rhae;J;Hett;203;198;203;198;1;0
Arthropoda;Ostracoda;Podocopida;Carinocythereis;T;Eo-m-l;R;*;46;0;46;0;1;0
Arthropoda;Ostracoda;Podocopida;Casterocythere;Q;Plei;;;1;1;1;1;1;0
Arthropoda;Ostracoda;Podocopida;Cativella;T;Eo-m-l;R;*;46;0;46;0;1;0
Arthropoda;Ostracoda;Podocopida;Caudites;T;Eo-m;R;*;43;0;43;0;1;0
Arthropoda;Ostracoda;Podocopida;Cavussurella;Tr;u;;;228;228;999;999;1;0
Arthropoda;Ostracoda;Podocopida;Caytonidea;J;Bath-u;;;164;164;164;164;1;0
Arthropoda;Ostracoda;Podocopida;Centrocythere;K;Barr-l;K;Ceno;124;97;124;97;1;0
Arthropoda;Ostracoda;Podocopida;Ceratobairdia;P;Guad-l;Tr;u;267;202;267;999;1;0
Arthropoda;Ostracoda;Podocopida;Ceratocratia;D;Fame-u;;;368;368;368;368;1;0
Arthropoda;Ostracoda;Podocopida;Chamishaella;D;Fame?;C;Mosc-u;368;307;368;307;1;0
Arthropoda;Ostracoda;Podocopida;Chapmanicythereis;K;Albi-l;K;Albi-m;106;106;106;106;1;0
Arthropoda;Ostracoda;Podocopida;Chejudocythere;T;Eo-l;R;*;53;0;53;0;1;0
Arthropoda;Ostracoda;Podocopida;Cistacythereis;T;Mi-l-u;T;Plio-l;18;4;18;4;1;0
Arthropoda;Ostracoda;Podocopida;Chrysocythere;T;Mi-l;T;Mi-u-l;20.5;8;20.5;8;1;0
Arthropoda;Ostracoda;Podocopida;Citrella;J;Bath;;;164;164;164;164;1;0
Arthropoda;Ostracoda;Podocopida;Cladarocythere;T;Eo-u;T;Mi-l;36;20.5;36;20.5;1;0
Arthropoda;Ostracoda;Podocopida;Cleithranchiste;D;Give;;;385;385;385;385;1;0
Arthropoda;Ostracoda;Podocopida;Cletocythereis;T;Eo-u;R;;36;0;36;0;1;0
Arthropoda;Ostracoda;Podocopida;Climacoidea;T;Mi-l-u;R;*;18;0;18;0;1;0
Arthropoda;Ostracoda;Podocopida;Clinocythere;K;Camp;K;Maes;77;67;77;67;1;0
Arthropoda;Ostracoda;Podocopida;Clithrocytheridea;K;Barr;R;;124;0;124;0;1;0
Arthropoda;Ostracoda;Podocopida;Cluthia;T;Eo-u;R;*;36;0;36;0;1;0
Arthropoda;Ostracoda;Podocopida;Cnestocythere;T;Eo;T;Mi-u-l;52;8;999;8;1;0
Arthropoda;Ostracoda;Podocopida;Collisboris;K;Sant;;;84;84;84;84;1;0
Arthropoda;Ostracoda;Podocopida;Coniferina;S;Prid;D;;418;999;418;999;1;0
Arthropoda;Ostracoda;Podocopida;Condomyra;O;Llvi-u;O;Ashg;469;446;469;446;1;0
Arthropoda;Ostracoda;Podocopida;Cooperuna;C;Vise?;P;Dora;337;252;337;252;1;0
Arthropoda;Ostracoda;Podocopida;Copytus;T;Eo-u;R;;36;0;36;0;1;0
Arthropoda;Ostracoda;Podocopida;Coquimba;T;Plio;;;5;5;5;5;1;0
Arthropoda;Ostracoda;Podocopida;Cornicythereis;K;Barr;K;Ceno-l;124;97;124;97;1;0
Arthropoda;Ostracoda;Podocopida;Cornucoquimba;T;Mi-m;R;*;14.8;0;14.8;0;1;0
Arthropoda;Ostracoda;Podocopida;Cornutobairdia;Tr;u;;;228;228;999;999;1;0
Arthropoda;Ostracoda;Podocopida;Costa;T;Dani;R;*;63;0;63;0;1;0
Arthropoda;Ostracoda;Podocopida;Costaveenia;K;u;;;95;95;999;999;1;0
Arthropoda;Ostracoda;Podocopida;Covracythere;Tr;m;;;242;242;999;999;1;0
Arthropoda;Ostracoda;Podocopida;Craspedographylus;C;Tour-l;;;354;354;354;354;1;0
Arthropoda;Ostracoda;Podocopida;Crassacythere;K;Camp-l;K;Maes-l;77;67;77;67;1;0
Arthropoda;Ostracoda;Podocopida;Crenaleya;T;Ol-l;T;Mi-l;32;20.5;32;20.5;1;0
Arthropoda;Ostracoda;Podocopida;Cretaceratina;K;Sant;T;Eo-m;84;43;84;43;1;0
Arthropoda;Ostracoda;Podocopida;Cristaeleberis;K;Coni-l;T;Than;87;57;87;57;1;0
Arthropoda;Ostracoda;Podocopida;Crucicornina;O;Ashg;;;446;446;446;446;1;0
Arthropoda;Ostracoda;Podocopida;Cryptobairdia;C;Vise-u;P;Dora;337;252;337;252;1;0
Arthropoda;Ostracoda;Podocopida;Cuneoceratina;J;Plie-l;K;Maes-l;188;67;188;67;1;0
Arthropoda;Ostracoda;Podocopida;Cuneocythere;T;Eo-m-u;R;;40;0;40;0;1;0
Arthropoda;Ostracoda;Podocopida;Curfsina;K;Albi-m;K;Maes-u;106;66;106;66;1;0
Arthropoda;Ostracoda;Podocopida;Cushmanidea;T;Eo-l;R;*;53;0;53;0;1;0
Arthropoda;Ostracoda;Podocopida;Cyamocytheridea;T;Dani;T;Mi-u-u;63;6;63;6;1;0
Arthropoda;Ostracoda;Podocopida;Cyprideis;T;Ol-u;R;*;26;0;26;0;1;0
Arthropoda;Ostracoda;Podocopida;Cypridopsis;Q;Plei;R;;1;0;1;0;1;0
Arthropoda;Ostracoda;Podocopida;Cystacythereis;T;Mi-u;Q;Plei-u;8;1;8;1;1;0
Arthropoda;Ostracoda;Podocopida;Cytheralison;K;Camp;R;*;77;0;77;0;1;0
Arthropoda;Ostracoda;Podocopida;Cythere;T;Mi-u;R;*;8;0;8;0;1;0
Arthropoda;Ostracoda;Podocopida;Cythereis;K;Haut;T;Than;129;57;129;57;1;0
Arthropoda;Ostracoda;Podocopida;Cytheretta;T;Than-l;R;*;57;0;57;0;1;0
Arthropoda;Ostracoda;Podocopida;Cytheridea;T;Eo-l;R;*;53;0;53;0;1;0
Arthropoda;Ostracoda;Podocopida;Cytheridella;T;Than;T;Eo-l;57;50;57;50;1;0
Arthropoda;Ostracoda;Podocopida;Cytherissinella;Tr;Olen-u;;;247;247;247;247;1;0
Arthropoda;Ostracoda;Podocopida;Cytherois;T;Mi-l;R;;20.5;0;20.5;0;1;0
Arthropoda;Ostracoda;Podocopida;Cytheroma;T;Ol-u?;R;;26;0;26;0;1;0
Arthropoda;Ostracoda;Podocopida;Cytheromorpha;J;Bajo;R;*;171;0;171;0;1;0
Arthropoda;Ostracoda;Podocopida;Cytheropterina;J;Toar-l;K;Apti-u;181;116;181;116;1;0
Arthropoda;Ostracoda;Podocopida;Cytheropteron;J;Toar-l;R;*;181;0;181;0;1;0
Arthropoda;Ostracoda;Podocopida;Cytherura;K;u?;R;*;95;0;999;0;1;0
Arthropoda;Ostracoda;Podocopida;Dahomeya;K;Maes;T;Eo-l;67;50;67;50;1;0
Arthropoda;Ostracoda;Podocopida;Daleiella;S;Wenl;;;426;426;426;426;1;0
Arthropoda;Ostracoda;Podocopida;Dallonella;T;Mi-u;;;8;8;8;8;1;0
Arthropoda;Ostracoda;Podocopida;Damonella;J;Tith-u;K;Barr-u;145;124;145;124;1;0
Arthropoda;Ostracoda;Podocopida;Dentokrithe;T;Eo-m;T;Mi-l;43;20.5;43;20.5;1;0
Arthropoda;Ostracoda;Podocopida;Dettermania;Tr;m;Tr;u;242;202;999;999;1;0
Arthropoda;Ostracoda;Podocopida;Dicerobairdia;Tr;Carn-u;;;225;225;225;225;1;0
Arthropoda;Ostracoda;Podocopida;Dicrorygma;J;Kimm-u;K;Nc;151;128;151;999;1;0
Arthropoda;Ostracoda;Podocopida;Dictocythere;J;Tith-u;;;145;145;145;145;1;0
Arthropoda;Ostracoda;Podocopida;Diebelina;T;Eo-u;;;36;36;36;36;1;0
Arthropoda;Ostracoda;Podocopida;Digmocythere;T;Eo-m-l;T;Ol-l?;46;32;46;32;1;0
Arthropoda;Ostracoda;Podocopida;Diogmopteron;K;u;;;95;95;999;999;1;0
Arthropoda;Ostracoda;Podocopida;Disopontocypris;T;Ol-l;T;Mi-l-u;32;17;32;17;1;0
Arthropoda;Ostracoda;Podocopida;Dolocythere;K;Vala;K;Albi;134;106;134;106;1;0
Arthropoda;Ostracoda;Podocopida;Dolocytheridea;K;Berr-u;K;Sant;140;84;140;84;1;0
Arthropoda;Ostracoda;Podocopida;Donmacythere;K;u;;;95;95;999;999;1;0
Arthropoda;Ostracoda;Podocopida;Doratocythere;Q;Plei;;;1;1;1;1;1;0
Arthropoda;Ostracoda;Podocopida;Dordoniella;K;Albi-l;K;Turo-l;106;92;106;92;1;0
Arthropoda;Ostracoda;Podocopida;Dornbuschia;O;Cara-l;O;Ashg-u;453;445;453;445;1;0
Arthropoda;Ostracoda;Podocopida;Dumontina;K;Ceno-u;T;Than-l;97;57;97;57;1;0
Arthropoda;Ostracoda;Podocopida;Dutoitella;T;Eo-m;R;*;43;0;43;0;1;0
Arthropoda;Ostracoda;Podocopida;Echinocythereis;K;Turo;R;*;92;0;92;0;1;0
Arthropoda;Ostracoda;Podocopida;Editia;C;Tour-u;C;Serp-l;354;325;354;325;1;0
Arthropoda;Ostracoda;Podocopida;Egenacythere;T;Mi-u-l;T;Mi-u-u;10;6;10;6;1;0
Arthropoda;Ostracoda;Podocopida;Egorovia;S;Prid;D;Fras;418;375;418;375;1;0
Arthropoda;Ostracoda;Podocopida;Egorovitina;C;Vise-u;;;337;337;337;337;1;0
Arthropoda;Ostracoda;Podocopida;Eisobairdia;Tr;u;;;228;228;999;999;1;0
Arthropoda;Ostracoda;Podocopida;Ektyphocythere;J;Hett-l;J;Bath-u;198;164;198;164;1;0
Arthropoda;Ostracoda;Podocopida;Ellesmerina;D;;;;390;390;999;999;1;0
Arthropoda;Ostracoda;Podocopida;Elliptocyprites;O;l;O;u;485;445;999;999;1;0
Arthropoda;Ostracoda;Podocopida;Elofsonella;T;Mi-m;R;*;14.8;0;14.8;0;1;0
Arthropoda;Ostracoda;Podocopida;Elofsonia;Q;Plei;R;;1;0;1;0;1;0
Arthropoda;Ostracoda;Podocopida;Emphasia;J;m;;;175;175;999;999;1;0
Arthropoda;Ostracoda;Podocopida;Entoprimitia;D;Fame-l;;;368;368;368;368;1;0
Arthropoda;Ostracoda;Podocopida;Eobuntonia;K;Coni-l;K;Maes-l;87;67;87;67;1;0
Arthropoda;Ostracoda;Podocopida;Eoconchoecia;S;Ldov;S;Ludl?;435;421;435;421;1;0
Arthropoda;Ostracoda;Podocopida;Eocytheridea;J;Bajo-l;J;Tith-u;171;145;171;145;1;0
Arthropoda;Ostracoda;Podocopida;Eocytheropteron;J;Bajo;T;Plio-u;171;4;171;4;1;0
Arthropoda;Ostracoda;Podocopida;Eopaijenborchella;K;Camp-u;R;*;77;0;77;0;1;0
Arthropoda;Ostracoda;Podocopida;Eoparaparchites;O;m;;;470;470;999;999;1;0
Arthropoda;Ostracoda;Podocopida;Eorotundracythere;K;Sant;K;Camp;84;77;84;77;1;0
Arthropoda;Ostracoda;Podocopida;Eostephanella;D;Eife;;;392;392;392;392;1;0
Arthropoda;Ostracoda;Podocopida;Eridoconcha;O;Llde-l;D;Fame;462;363;462;363;1;0
Arthropoda;Ostracoda;Podocopida;Eripleura;J;Oxfo-u;J;Kimm-l;154;151;154;151;1;0
Arthropoda;Ostracoda;Podocopida;Escharacytheridea;K;Camp-l;K;Maes-u;77;66;77;66;1;0
Arthropoda;Ostracoda;Podocopida;Estonaceratella;O;Ashg-m;O;Ashg-u;445;445;445;445;1;0
Arthropoda;Ostracoda;Podocopida;Eucythere;K;Vala;R;*;134;0;134;0;1;0
Arthropoda;Ostracoda;Podocopida;Eucytherura;J;Bajo-u;R;*;171;0;171;0;1;0
Arthropoda;Ostracoda;Podocopida;Eudecacythere;J;Bath-l;J;Bath-m;164;164;164;164;1;0
Arthropoda;Ostracoda;Podocopida;Euryitycythere;K;Vala;K;Haut-l;134;129;134;129;1;0
Arthropoda;Ostracoda;Podocopida;Euthlipsurella;S;Ldov-m;D;Eife;435;389;435;389;1;0
Arthropoda;Ostracoda;Podocopida;Exophthalmocythere;J;Oxfo;T;Dani;154;63;154;63;1;0
Arthropoda;Ostracoda;Podocopida;Fabalicypris;D;Give;J;Plie-l;385;188;385;188;1;0
Arthropoda;Ostracoda;Podocopida;Fabanella;J;Bajo;K;Barr-u;171;124;171;124;1;0
Arthropoda;Ostracoda;Podocopida;Falsocythere;T;Mi-l;R;*;20.5;0;20.5;0;1;0
Arthropoda;Ostracoda;Podocopida;Falunia;T;Ol-u?;R?;;26;0;26;0;1;0
Arthropoda;Ostracoda;Podocopida;Fastigastocythere;J;Bath-u;;;164;164;164;164;1;0
Arthropoda;Ostracoda;Podocopida;Faveolebris;T;Plio;R;;5;0;5;0;1;0
Arthropoda;Ostracoda;Podocopida;Finmarchinella;T;Mi-m;R;*;14.8;0;14.8;0;1;0
Arthropoda;Ostracoda;Podocopida;Fissocrinocythere;K;Coni;K;Maes-u;87;66;87;66;1;0
Arthropoda;Ostracoda;Podocopida;Fissocythere;J;m;;;175;175;999;999;1;0
Arthropoda;Ostracoda;Podocopida;Flabellimutilis;T;Mi-u-l;;;10;10;10;10;1;0
Arthropoda;Ostracoda;Podocopida;Flexuocythere;T;Mi-u-l;T;Mi-u-u;10;6;10;6;1;0
Arthropoda;Ostracoda;Podocopida;Flexus;T;Eo-u;R;*;36;0;36;0;1;0
Arthropoda;Ostracoda;Podocopida;Forbescythere;T;Eo-m-u;T;Eo-u;40;36;40;36;1;0
Arthropoda;Ostracoda;Podocopida;Foveoleberis;K;Maes;R;;67;0;67;0;1;0
Arthropoda;Ostracoda;Podocopida;Frambocythere;K;Albi;T;Eo-l;106;50;106;50;1;0
Arthropoda;Ostracoda;Podocopida;Frostiella;S;Prid;;;418;418;418;418;1;0
Arthropoda;Ostracoda;Podocopida;Fueloepicythere;P;Dora;;;252;252;252;252;1;0
Arthropoda;Ostracoda;Podocopida;Fuhrbergiella;J;Toar-l;J;Bath-m;181;164;181;164;1;0
Arthropoda;Ostracoda;Podocopida;Galliaecytheridea;J;Call-m;K;Berr-u;159;140;159;140;1;0
Arthropoda;Ostracoda;Podocopida;Gammacythere;J;Plie-l;J;Plie-u;188;188;188;188;1;0
Arthropoda;Ostracoda;Podocopida;Garnuella;S;Wenl-u;;;426;426;426;426;1;0
Arthropoda;Ostracoda;Podocopida;Geisina;D;Fras-l;P;Leon-l;378;278;378;278;1;0
Arthropoda;Ostracoda;Podocopida;Gemmanella;Tr;Olen?;Tr;Ladi-u;247;236;247;236;1;0
Arthropoda;Ostracoda;Podocopida;Gerbeckites;D;Emsi-u;D;Give-u;402;383;402;383;1;0
Arthropoda;Ostracoda;Podocopida;Gesoriacula;J;Bath;;;164;164;164;164;1;0
Arthropoda;Ostracoda;Podocopida;Gibberlebeis;K;Sant;;;84;84;84;84;1;0
Arthropoda;Ostracoda;Podocopida;Ginginella;K;Turo;K;Sant;92;84;92;84;1;0
Arthropoda;Ostracoda;Podocopida;Glabellacythere;J;Bath-u;J;Oxfo-l;164;154;164;154;1;0
Arthropoda;Ostracoda;Podocopida;Glenocythere;K;Albi-l;K;Ceno-u;106;97;106;97;1;0
Arthropoda;Ostracoda;Podocopida;Glorianella;Tr;Olen-u;Tr;Ladi-u;247;236;247;236;1;0
Arthropoda;Ostracoda;Podocopida;Glyptocythere;J;Bajo-l;J;Bath-u;171;164;171;164;1;0
Arthropoda;Ostracoda;Podocopida;Glyptogatocythere;J;m;;;175;175;999;999;1;0
Arthropoda;Ostracoda;Podocopida;Glyptolichvinella;D;Fame?;C;Vise-u;368;334;368;334;1;0
Arthropoda;Ostracoda;Podocopida;Golcocythere;K;Turo-u;;;92;92;92;92;1;0
Arthropoda;Ostracoda;Podocopida;Gramannella;J;Sine-u;J;Plie-u;194;188;194;188;1;0
Arthropoda;Ostracoda;Podocopida;Gramannicythere;J;Plie-l;J;Toar-l;188;181;188;181;1;0
Arthropoda;Ostracoda;Podocopida;Grekoffiana;T;Mi;;;22;22;999;999;1;0
Arthropoda;Ostracoda;Podocopida;Grinioneis;T;Pg;;;22;22;999;999;1;0
Arthropoda;Ostracoda;Podocopida;Gruendelella;C;Serp-l;;;325;325;325;325;1;0
Arthropoda;Ostracoda;Podocopida;Grundelella;C;Serp-l;;;325;325;325;325;1;0
Arthropoda;Ostracoda;Podocopida;Gruendelicythere;P;Dora;Tr;Rhae?;252;202;252;202;1;0
Arthropoda;Ostracoda;Podocopida;Gubkiniella;K;Barr;;;124;124;124;124;1;0
Arthropoda;Ostracoda;Podocopida;Gujaratella;T;Mi-l;;;20.5;20.5;20.5;20.5;1;0
Arthropoda;Ostracoda;Podocopida;Gunneropsis;O;Llvi-u;O;Cara-l;469;453;469;453;1;0
Arthropoda;Ostracoda;Podocopida;Gyrocythere;T;Eo-l;T;Eo-m;53;43;53;43;1;0
Arthropoda;Ostracoda;Podocopida;Habrocythere;K;Barr-l;K;Ceno-l;124;97;124;97;1;0
Arthropoda;Ostracoda;Podocopida;Hammatocythere;T;Eo-l;T;Ol-l;53;32;53;32;1;0
Arthropoda;Ostracoda;Podocopida;Hanaiborchella;T;Mi-u;R;*;8;0;8;0;1;0
Arthropoda;Ostracoda;Podocopida;Hanaiceratina;T;Ng;R;;8;0;8;0;1;0
Arthropoda;Ostracoda;Podocopida;Hanaicythere;Q;Plei;;;1;1;1;1;1;0
Arthropoda;Ostracoda;Podocopida;Haplocytheridea;K;Haut-l;R;;129;0;129;0;1;0
Arthropoda;Ostracoda;Podocopida;Harperopsis;O;Cara-l;O;Cara-m;453;453;453;453;1;0
Arthropoda;Ostracoda;Podocopida;Hastacypris;C;Serp-l;;;325;325;325;325;1;0
Arthropoda;Ostracoda;Podocopida;Haughtonileberis;K;Ceno-m;T;Ol-l;97;32;97;32;1;0
Arthropoda;Ostracoda;Podocopida;Haworthina;C;Mosc-u;P;Dora;307;252;307;252;1;0
Arthropoda;Ostracoda;Podocopida;Hazelina;K;Maes-u;T;Eo-u;67;36;67;36;1;0
Arthropoda;Ostracoda;Podocopida;Healdiacypris;C;Tour-l;C;Mosc;354;307;354;307;1;0
Arthropoda;Ostracoda;Podocopida;Hechticythere;K;Vala;K;Sant;134;84;134;84;1;0
Arthropoda;Ostracoda;Podocopida;Heinia;T;Eo-l;R;*;53;0;53;0;1;0
Arthropoda;Ostracoda;Podocopida;Heliocythere;T;Mi-u;;;8;8;8;8;1;0
Arthropoda;Ostracoda;Podocopida;Hellebardia;S;;;;999;999;999;999;1;0
Arthropoda;Ostracoda;Podocopida;Hemicyprideis;T;Eo-l;T;Mi-m?;53;14.8;53;14.8;1;0
Arthropoda;Ostracoda;Podocopida;Hemicythere;T;Eo-l;R;*;53;0;53;0;1;0
Arthropoda;Ostracoda;Podocopida;Hemicytheria;T;Mi-u;T;Plio;8;4;8;4;1;0
Arthropoda;Ostracoda;Podocopida;Hemicytheridea;T;Ol-u?;T;Plio;26;4;26;4;1;0
Arthropoda;Ostracoda;Podocopida;Hemicytherura;K;Vala;R;*;134;0;134;0;1;0
Arthropoda;Ostracoda;Podocopida;Hemikrithe;T;Plio;R;;5;0;5;0;1;0
Arthropoda;Ostracoda;Podocopida;Hemingwayella;K;Haut;K;Sant;129;84;129;84;1;0
Arthropoda;Ostracoda;Podocopida;Hemiparacytheridea;K;Ceno-u;T;Mi-m;97;14.8;97;14.8;1;0
Arthropoda;Ostracoda;Podocopida;Henryhowella;T;Eo-m;R;*;43;0;43;0;1;0
Arthropoda;Ostracoda;Podocopida;Heptaloculites;T;Eo;;;52;52;999;999;1;0
Arthropoda;Ostracoda;Podocopida;Hercynocythere;D;Emsi-u;D;Give-u;402;383;402;383;1;0
Arthropoda;Ostracoda;Podocopida;Hermanites;K;Sant;R;*;84;0;84;0;1;0
Arthropoda;Ostracoda;Podocopida;Herrigocyther;K;Ceno-m;K;Ceno-u;97;97;97;97;1;0
Arthropoda;Ostracoda;Podocopida;Hesslandites;O;Aren;;;477;477;477;477;1;0
Arthropoda;Ostracoda;Podocopida;Heterocyprideis;Q;Plei;R;;1;0;1;0;1;0
Arthropoda;Ostracoda;Podocopida;Heterocythereis;T;Mi-u-l;R;;10;0;10;0;1;0
Arthropoda;Ostracoda;Podocopida;Hiatobairdia;Tr;m;;;242;242;999;999;1;0
Arthropoda;Ostracoda;Podocopida;Hiltermannicythere;T;Mi-u-u;R;*;7;0;7;0;1;0
Arthropoda;Ostracoda;Podocopida;Hirschmannia;T;Mi;R;*;22;0;999;0;1;0
Arthropoda;Ostracoda;Podocopida;Hirsutocythere;T;Eo-m;R;*;43;0;43;0;1;0
Arthropoda;Ostracoda;Podocopida;Holcopocythere;K;Maes-l;T;Dani;67;63;67;63;1;0
Arthropoda;Ostracoda;Podocopida;Hornibrookella;K;Maes-l;T;Plio;67;4;67;4;1;0
Arthropoda;Ostracoda;Podocopida;Horrificiella;K;Sant?;T;Eo-m-u;84;43;84;43;1;0
Arthropoda;Ostracoda;Podocopida;Hourqia;K;Albi;;;106;106;106;106;1;0
Arthropoda;Ostracoda;Podocopida;Howeina;T;Mi-u;T;Plio;8;4;8;4;1;0
Arthropoda;Ostracoda;Podocopida;Huantraiconella;T;Pale;;;61;61;999;999;1;0
Arthropoda;Ostracoda;Podocopida;Hulingsina;T;Mi;R;*;22;0;999;0;1;0
Arthropoda;Ostracoda;Podocopida;Hutsonia;J;Call-m;K;Ceno;159;97;159;97;1;0
Arthropoda;Ostracoda;Podocopida;Hystricocythere;K;Sant;K;Camp;84;77;84;77;1;0
Arthropoda;Ostracoda;Podocopida;Iatella;D;l;;;415;415;999;999;1;0
Arthropoda;Ostracoda;Podocopida;Idiocythere;T;Eo-m-l;T;Mi-l;46;20.5;46;20.5;1;0
Arthropoda;Ostracoda;Podocopida;Imhotepia;K;Turo-l;K;Maes-u;92;66;92;66;1;0
Arthropoda;Ostracoda;Podocopida;Incongruellina;T;Mi-l;Q;Plei;20.5;1;20.5;1;1;0
Arthropoda;Ostracoda;Podocopida;Indivisia;C;Vise?;P;Dora?;337;252;337;252;1;0
Arthropoda;Ostracoda;Podocopida;Iniella;P;Tatr;;;255;255;255;255;1;0
Arthropoda;Ostracoda;Podocopida;Ionicythere;T;Mi-m;Q;Plei;14.8;1;14.8;1;1;0
Arthropoda;Ostracoda;Podocopida;Iraqicythereis;K;Ceno;;;97;97;97;97;1;0
Arthropoda;Ostracoda;Podocopida;Isobuntonia;T;Eo-l;T;Eo-u;53;36;53;36;1;0
Arthropoda;Ostracoda;Podocopida;Isobythocypris;J;Hett;J;Bajo-l;198;171;198;171;1;0
Arthropoda;Ostracoda;Podocopida;Isocythereis;K;Barr;K;Sant;124;84;124;84;1;0
Arthropoda;Ostracoda;Podocopida;Isohabrocythere;T;Dani;T;Eo-l;63;50;63;50;1;0
Arthropoda;Ostracoda;Podocopida;Jatella;S;Prid;;;418;418;418;418;1;0
Arthropoda;Ostracoda;Podocopida;Javanella;T;Plio;R;;5;0;5;0;1;0
Arthropoda;Ostracoda;Podocopida;Jefina;D;Eife-l;D;Give-u;392;383;392;383;1;0
Arthropoda;Ostracoda;Podocopida;Jingguella;J;u;K;l;155;102;999;999;1;0
Arthropoda;Ostracoda;Podocopida;Jonesia;T;Mi;R;*;22;0;999;0;1;0
Arthropoda;Ostracoda;Podocopida;Jugosocythereis;T;Eo-m;R;*;43;0;43;0;1;0
Arthropoda;Ostracoda;Podocopida;Juvenix;K;Barr;;;124;124;124;124;1;0
Arthropoda;Ostracoda;Podocopida;Kaesleria;K;Coni-l;K;Maes-u;87;66;87;66;1;0
Arthropoda;Ostracoda;Podocopida;Kalyptovalva;K;Sant?;K;Maes;84;67;84;67;1;0
Arthropoda;Ostracoda;Podocopida;Kamajcythereis;K;Coni;K;Sant;87;84;87;84;1;0
Arthropoda;Ostracoda;Podocopida;Kangarina;K;Sn;R;*;85;0;999;0;1;0
Arthropoda;Ostracoda;Podocopida;Karinadomella;D;Fame-u;;;368;368;368;368;1;0
Arthropoda;Ostracoda;Podocopida;Karsteneis;K;Turo-u;K;Camp;92;77;92;77;1;0
Arthropoda;Ostracoda;Podocopida;Kassinina;T;Ol-l;T;Mi-u;32;7.1;32;7.1;1;0
Arthropoda;Ostracoda;Podocopida;Kefiella;K;Maes-u;;;67;67;67;67;1;0
Arthropoda;Ostracoda;Podocopida;Keijella;T;Eo-m-l;T;Plio;46;4;46;4;1;0
Arthropoda;Ostracoda;Podocopida;Keijicythere;P;Djhu;;;257;257;257;257;1;0
Arthropoda;Ostracoda;Podocopida;Kemeroviana;P;Tatr;;;255;255;255;255;1;0
Arthropoda;Ostracoda;Podocopida;Keslingiella;S;;;;999;999;999;999;1;0
Arthropoda;Ostracoda;Podocopida;Kikliocythere;K;Turo;K;Maes-u;92;66;92;66;1;0
Arthropoda;Ostracoda;Podocopida;Kingmaina;K;Sant;T;Eo-u;84;36;84;36;1;0
Arthropoda;Ostracoda;Podocopida;Kinkelinella;Tr;Rhae;J;Bath-u;203;164;203;164;1;0
Arthropoda;Ostracoda;Podocopida;Kirkbyellina;S;Ludl;C;Vise;421;334;421;334;1;0
Arthropoda;Ostracoda;Podocopida;Kirtonella;J;Bajo-l;J;Bath-m;171;164;171;164;1;0
Arthropoda;Ostracoda;Podocopida;Klieana;J;Bath-u;K;Albi;164;106;164;106;1;0
Arthropoda;Ostracoda;Podocopida;Klinglerella;Tr;Rhae;J;Sine-u;203;194;203;194;1;0
Arthropoda;Ostracoda;Podocopida;Kloedcytherella;P;Djhu;P;Dora;257;252;257;252;1;0
Arthropoda;Ostracoda;Podocopida;Knoxiella;D;l;P;Leon-u?;415;271;999;271;1;0
Arthropoda;Ostracoda;Podocopida;Kobayashiina;T;Plio;R;;5;0;5;0;1;0
Arthropoda;Ostracoda;Podocopida;Krausellina;O;Ashg;D;Gedi?;446;413;446;413;1;0
Arthropoda;Ostracoda;Podocopida;Krithe;K;Ceno-u;R;*;97;0;97;0;1;0
Arthropoda;Ostracoda;Podocopida;Kroemmelbeinia;O;Cara-l;O;Ashg-m;453;445;453;445;1;0
Arthropoda;Ostracoda;Podocopida;Kroemmelbeinella;Q;Plei;;;1;1;1;1;1;0
Arthropoda;Ostracoda;Podocopida;Kummerowia;D;Emsi-u;D;Fras-u;402;375;402;375;1;0
Arthropoda;Ostracoda;Podocopida;Lamellacratia;P;Djhu;;;257;257;257;257;1;0
Arthropoda;Ostracoda;Podocopida;Langtonia;K;l;;;138;138;999;999;1;0
