"reference","reef.number","name","formation","system","series","interval","latitude","longitude","biota.main","country","collection.pbdb","remarks","authors","year","title","editors","paper","number","pages"
333,388,"Jebel Khourati ","  ","Jurassic ","Upper Jurassic ","Oxfordian ",32.55,-9.6667,"Corals ","Morocco ","","Stromatopores are also important.","Park, R.K. ",1983,"Lower Jurassic carbonate buildups and associated facies, central and western Morocco. - ","Harris, P.M. ","Carbonate Buildups. - SEPM Core Workshop ","4 ","328-365 "
334,390,"Walker Creek, Arkansas ","  ","Jurassic ","Upper Jurassic ","Oxfordian ",33.0833,-93.35,"Tubiphytes ","United States ","","Zonation with Actinastrea (coral) and bryozoans in packstone at base. Reef framework with Tubiphytes and stromatolitic cynophyceans. Actinastrea dominant coral, Cayeuxia and Parachaetetes skeletal algae. Micrite-rich boundstone encrusted by serpulid worms, lithistid sponges and bryozoans.","Harris, P.M., Crevello, P.D. ",1983,"Upper Jurassic Smackover reefs - an example from Walker Creek Field, Arkansas. - ","Harris, P.M. ","Carbonate Buildups. - SEPM Core Workshop ","4 ","366-380 "
335,392,"Klaeng ","  ","Triassic ","Middle Triassic ","Ladinian ",13,101.5,"Microbes ","Thailand ","67684 ","Algal boundstones were mentioned but most probably cyanophyceans dominate.","Vachard, D., Fontaine, H. ",1988,"Biostratigraphic importance of Triassic foraminifera and algae from South-East Asia. - ","  ","Revue Paléobiol. ","7 ","87-98 "
336,391,"Kyaukme ","  ","Triassic ","Upper Triassic ","Carnian ",22.5667,97.1667,"  ","Burma ",""," ","Brönnimann, P., Whittaker, J.E. & Zaninetti, L. ",1975,"Triassic foraminiferal biostratigraphy of the Kyaukme-Longtawkno area, northern Shan States, Burma. - ","  ","Riv. Ital. Paleont. ","81 ","1-30 "
338,393,"Si Sawat, Thong Pha Phum ","  ","Permian ","Middle Permian ","Murghabian ",14.5833,98.75,"Bryozoans ","Thailand ","","Reworked pebbles.","Hagen, D., Kemper, E. ",1976,"Geology of the Thong Pha Phum Area (Kanchanaburi Province, Western Thailand). - ","  ","Geol. Jahrb. ","B21 ","53-91 "
338,394,"Thong Pha Phum ","  ","Permian ","Middle Permian ","Murghabian ",14.5,98.6667,"Bryozoans ","Thailand ",""," ","Hagen, D., Kemper, E. ",1976,"Geology of the Thong Pha Phum Area (Kanchanaburi Province, Western Thailand). - ","  ","Geol. Jahrb. ","B21 ","53-91 "
339,395,"Nikitinskaya Gorge, Caucasus ","Urushten ","Permian ","Upper Permian ","upper Dzhulfian ",44.1667,40.9,"Algae ","Russia ","","Upper Dhzulfian. Archaeolitholorella-Tubiphytes-bryozoans and brachiopods are important.","Pisera, A., Zawidzka, K. ",1981,"Archaeolithoporella from the Upper Permian reef limestones of the northern Caucasus. - ","  ","Bull. Acad. Polonaise Sci., ser. Sci. Terre ","29 ","233-238 "
340,396,"Pico de la Carne ","  ","Triassic ","Upper Triassic ","Norian ",37.0833,-3.5,"Algae ","Spain ","73867 "," ","Martin, J.M., Delgado, F. ",1980,"Biostromes of dasycladacean algae and stromatolites: a peculiar interbedding. - ","  ","Sediment. Geol. ","25 ","117-126 "
341,398,"Detention, England ","  ","Jurassic ","Upper Jurassic ","Oxfordian ",51.1167,0.5167,"Corals ","United Kingdom ","","Peloids and peloidal crusts volumetrically very important. Two horizons with bindstone facies.","Sun, S.Q., Wright, V.P. ",1989,"Peloidal fabrics in Upper Jurassic reefal limestones, Weald Basin, southern England. - ","  ","Sediment. Geol. ","65 ","165-181 "
341,397,"Palmers Wood, England ","  ","Jurassic ","Upper Jurassic ","Oxfordian ",51.2667,-0.05,"Corals ","United Kingdom ","","Peloids and peloidal crusts volumetrically very important. Framestones, Bindstones and Floatstones are common.","Sun, S.Q., Wright, V.P. ",1989,"Peloidal fabrics in Upper Jurassic reefal limestones, Weald Basin, southern England. - ","  ","Sediment. Geol. ","65 ","165-181 "
342,399,"Brady, Texas ","Marble Falls ","Carboniferous ","Upper Carboniferous ","Atokan ",31.0833,-99.3167,"Algae ","United States ","76883 ","Mounds (?) with different algae. Eugonophyllum Komia Donezella","Freeman, T. ",1964,"Algal limestones of the Marble Falls Formation (Lower Pennsylvanian), central Texas. - ","  ","Geol. Soc. America Bull. ","75 ","669-676 "
343,400,"La Colmena, Hueco Mts., Texas ","  ","Permian ","Lower Permian ","Wolfcampian ",31.8167,-106.0333,"Algae ","United States ","50814 ","Phylloid algal-Tubiphytes mounds (shelf margin). Sponges and cements are rare. Abstract ref. 2012: Spectacular phylloid algal reefs of Virgilian and Wolfcampian age occur in the Hueco Mountains, Texas. These are dominated by the erect, recumbent or cyathiform chlorophyte genera Eugonophyllum and Ivanovia. Such reefs have long been considered as ecologically simple communities, that lack dominant framebuilders, but contain substantial volumes of micrite. As a result, the dominant constructional mechanism for reef formation has been inferred to be sediment baffling and trapping, mainly by erect phylloid algae. However, detailed analysis of growth framework clearly shows that these algae were in fact capable of forming a rigid framework. Phylloid algae, together with the problematicum Tubiphytes/Shamovella and the red alga (?) Archaeolithoporella, formed complex, multiple encrustations (both in-vivo and post-mortem) and were a fundamental element of reef construction. Furthermore, crypts formed by Eugonophyllum, were frequently colonised by pendant Tubiphytes/Shamovella encrustations. Typically, crypt-dwellers were smaller and less well developed than their open surface representatives. This demonstrates the limited longevity of such crypts before their occlusion by internal reef sediments and early marine cements. Synchronous gamete production and release is demonstrated for Eugonophyllum individuals and colonies. By analogy with modern relatives such as Halimeda and Udotea, Eugonophyllum colonies suffered post-reproductive mass-death. This is due to holocarpic reproduction, where the plant undergoes simultaneous conversion of the entire cell contents into gametes. The life cycle of Eugonophyllum may therefore be split into three phases: 1. Rapid colonisation of substrate by settlement of a limited number of zygotes. 2. Growth and calcification of the plants. 3. Sexual reproduction and resulting mass-death of the plants. The resulting algal detritus is an important sediment component in both the reef and surrounding off-reef facies. The amount of carbonate production due to these phylloid algae is probably similar to the reported values for modern Halimeda, where a modest vegetation density of 1 kg/m2 produces calcareous sediment at a rate of 2 kg/m2/yr. Therefore, construction of these Palaeozoic algal reefs is due to many superimposed communities representing repeated, self-seeded colonisation. The Eugonophyllum plants themselves grew within a rapidly lithifying, micritic substrate. Indeed, such rapid seafloor cementation was clearly essential for reef formation and may have provided a mechanism of substrate attachment for the Eugonophyllum plants. These observations show that reef formation can arise from many different mechanisms resulting in in-situ carbonate production and therefore complex feedback controls are important determinants of reef fabric. However, much remains to be understood as to the relative importance of constructional versus destructional processes in ancient reefs. Careful application of uniformitarian models to these reefs is required. From a biological viewpoint, uniformitarian models may be invoked in determining the life history of phylloid algae. However, from a geochemical viewpoint, rates of cementation and seawater chemistry in these icehouse reefs are likely to be very different to present-day conditions. Therefore, many of the processes involved in the construction of these algal reefs may be unique to these Palaeozoic reefs.","Wahlman, G.P., Tasker, D.R., St. John, J.W. & Werle, K.J. ",1992,"Early Permian (Middle-Late Wolfcampian) phylloid algal/Tubiphytes bioherms and associated facies along the margin of the Orogrande Basin, Hueco Mountains, west Texas. - ","  ","North American Paleontological Convention, Abstracts ","  ","  "
343,401,"Hueco Mts. II, Texas ","  ","Permian ","Lower Permian ","Wolfcampian ",31.9,-106.0333,"Algae ","United States ","50815 ","Red algae, bryozoans dominate. Calcisponges are common. Slightly younger than phylloid algal mounds.","Wahlman, G.P., Tasker, D.R., St. John, J.W. & Werle, K.J. ",1992,"Early Permian (Middle-Late Wolfcampian) phylloid algal/Tubiphytes bioherms and associated facies along the margin of the Orogrande Basin, Hueco Mountains, west Texas. - ","  ","North American Paleontological Convention, Abstracts ","  ","  "
346,403,"Salt Range ","Wargal ","Permian ","Upper Permian ","Abadehian ",32.5333,71.8333,"Corals ","Pakistan ","75765 ","Waagenophyllum biostrome Several horizons in the Wargal Formation with corals, calcareous algae, brachiopods and bryozoans. The following taxa have been determined Wentzelellites, Iranophyllum, Wentzelella and Waagenophyllum. Some of the corals occurred in situ.","Pakistani-Japanese, Research Group ",1981,"Stratigraphy and correlation of the marine Permian-Lower Triassic in the Surghar Range and the Salt Range, Pakistan. - ","  ","  ","  ","25 pp. "
347,404,"Karakorum ","  ","Permian ","Lower Permian ","Kungurian ",36.8833,73.4333,"Tubiphytes ","Pakistan ","","Reworked facies only","Gaetani, M., Angiolini, L., Garzanti, E., Jadoul, F., Leven, E.Y., ",1995,"Permian stratigraphy in the northern Karakorum, Pakistan. - ","(cont. authors) Nicora, A. & Sciunnach, D. ","Riv. Italiana Paleont. Stratigr. ","101 ","107-152 "
347,405,"Karakorum II ","  ","Permian ","Middle Permian ","Murghabian ",36.8667,73.4333,"Tubiphytes ","Pakistan ","","Reworked boundstones.","Gaetani, M., Angiolini, L., Garzanti, E., Jadoul, F., Leven, E.Y., ",1995,"Permian stratigraphy in the northern Karakorum, Pakistan. - ","(cont. authors) Nicora, A. & Sciunnach, D. ","Riv. Italiana Paleont. Stratigr. ","101 ","107-152 "
348,407,"Sierra del Madero ","  ","Jurassic ","Upper Jurassic ","lower Kimmeridgian ",41.7833,-2.15,"Corals ","Spain ","34625 ","Local development of bioherms. Coral facies up to 60 m thickness. 17 coral species described Vertical accretion predominates. See reef. 406 for more remarks.","Benke, K., Dürkoop, A., Errenst, C. & Mensink, H. ",1981,"Die Korallenkalke im Ober-Jura der norwestlichen Iberischen Ketten (Spanien). - ","  ","Facies ","4 ","27-94 "
348,406,"Torrecilla en Cameros ","  ","Jurassic ","Upper Jurassic ","lower Kimmeridgian ",42.2333,-2.6333,"Corals ","Spain ","34624 ","Corals and spongiomorphida make up 50-100% of rock volume. Thickness up to 45 m. Others are algae, sponges, serpulida and bryozoa. Series of prograding laterally attached buildups (fringing reefs). Well developed vertical and lateral succession (laminar-flat corals at base, followed by branching morphologies, followed by massive ones). Abstract ref. 1596: The studied reefs are situated around the Cameros Basin (Late Jurassic-Early Cretaceous, North Spain) in a rim of marine Jurassic outcrops. The last marine Jurassic sediments in the area are characterized by the development of coral reefs which correspond to the Kimmeridgian. These reefs were situated in an epicontinental seaway which lay between the Iberian and Ebro massives. This sequence is best exposed near Torrecilla en Cameros where a fringing reef has been identified. In each buildup of this reef complex, the reef-core, with a fore-reef and longshore carbonate sand bars can be distinguished. The reef complex in Soria has a different geometry for vertical growth dominates, although some progradation occurs and a back reef grainstone facies prograded over the core reef facies. Many diagenetic processes have affected these reefs although cementation is particularly important because it has provided a clear paragenetic sequence related to the diagenetic evolution of these limestones. The most common sequence evolves from submarine cements (only present in primary cavities) to cements precipitated under active fresh-water phreatic conditions, stagnant phreatic afterwards, and finally under burial conditions. This sequence represents progressive burial of these reefs when a very thick serie of essentially continental sediments was deposited. Another less common sequence is present in some dissolution cavities generated in the subsurface. This sequence evolved from cements precipitated in a reduced burial environment to shallower oxidizing ones precipitated under telodiagenetic conditions.","Benke, K., Dürkoop, A., Errenst, C. & Mensink, H. ",1981,"Die Korallenkalke im Ober-Jura der norwestlichen Iberischen Ketten (Spanien). - ","  ","Facies ","4 ","27-94 "
349,409,"Brasov ","  ","Triassic ","Middle/Upper Triassic ","Ladinian/Carnian ",45.6167,25.5833,"Calcisponges ","Romania ","","Wetterstein limestone with sponges, Tubiphytes and dasycladaceans.","Dragastan, O. ",1981,"Mesozoic Dasycladaceae from Romania: Distribution and biostratigraphical importance. - ","  ","Facies ","4 ","165-196 "
349,408,"Apuseni Mts. ","  ","Triassic ","Middle Triassic ","Ladinian ",46.8833,22.8333,"Calcisponges ","Romania ","","Wetterstein limestones from late Anisian to Cordevolian.","Dragastan, O. ",1981,"Mesozoic Dasycladaceae from Romania: Distribution and biostratigraphical importance. - ","  ","Facies ","4 ","165-196 "
350,410,"Saulgau well ","  ","Jurassic ","Upper Jurassic ","Oxfordian/Kimmeridgian ",48.0167,9.5028,"Siliceous sponges ","Germany ",""," ","Huber, S. ",1987,"Drucklösungserscheinungen in Karbonaten des Oxford 1 und Kimmeridge 1 der Bohrung TB-3 Saulgau (Oberschwaben). - ","  ","Facies ","17 ","109-120 "
351,411,"Laisacker ","  ","Jurassic ","Upper Jurassic ","lower Tithonian ",48.75,11.1833,"Corals ","Germany ","34608 ","Early Tithonian Corals and peloidal crusts reef builders. Plenty of shell debris. Some serpulid boundstones are also present. Tubiphytes present but not important. Bioerosion very intensive. 23 genera of corals and sponges. Microbes abundant, almost no algae.","Joachimski, M.M., Scheller, J.W. ",1987,"Faziesgesteuerte Diagenese am Beispiel des Korallen-Patchriffs von Laisacker (Untertithon, Südliche Frankenalb). - ","  ","Facies ","17 ","129-140 "
352,412,"Balingen ","  ","Jurassic ","Upper Jurassic ","Oxfordian ",48.2667,8.8667,"Siliceous sponges ","Germany ","74033 ","Thickness of mound up 80-90 m.","Schweizer, V. ",1987,"Die Schwamm-Algen-Fazies im Weißen Jura der westlichen Schwäbischen Alb. - ","  ","Facies ","17 ","197-202 "
353,413,"Sasso di Castalda ","  ","Permian ","Middle Permian ","Murghabian ",40.4889,15.6833,"Tubiphytes ","Italy ","75029 ","Reworked boulders in Triassic carbonates.","Vachard, D., Miconnet, P. ",1989,"Une association à Fusulinoides du Murghabien Supérieur au Monte Facito (Apennin méridional, Italie). - ","  ","Rev. Micropaléont. ","32 ","297-318 "
354,414,"Sierra de la Vaca Muerta, Argentina ","La Manga ","Jurassic ","Upper Jurassic ","Oxfordian ",-38.7,-70.2833,"Corals ","Argentina ","67865 ","Coral-Algal framestones with Actinastraeidae, Stylinidae associated with dasycladaceans. 2 coral species: Actinastraea piveteaui and Stylinid n. gen., n.sp.","Morsch, S.M. ",1989,"Scleractinian corals from the Oxfordian La Manga Formation in the Neuquén Basin, Argentina. - ","  ","Mem. Ass. Australasian Palaeontologists ","8 ","303-306 "
356,415,"Seminole, Texas ","Strawn ","Carboniferous ","Upper Carboniferous ","Moscovian ",32.7167,-102.65,"Stromatoporoids ","United States ","","Chaetetes-Komia bioherm with forams and bryozoans.","Mazzullo, S.J. ",1985,"Pennsylvanian facies-diagenetic reservoir, lower Strawn Formation, Seminole southeast field, Midland Basin, West Texas. - ","Roehl, P.O. & Choquette, P.W. ","Carbonate Petroleum Reservoirs. - ","  ","229-238 "
356,416,"Seminole II, Texas ","  ","Carboniferous ","Upper Carboniferous ","Moscovian ",32.7,-102.6333,"Algae ","United States ",""," ","Mazzullo, S.J. ",1985,"Pennsylvanian facies-diagenetic reservoir, lower Strawn Formation, Seminole southeast field, Midland Basin, West Texas. - ","Roehl, P.O. & Choquette, P.W. ","Carbonate Petroleum Reservoirs. - ","  ","229-238 "
357,417,"Happy and Seberger, Rawlings County, Kansas ","  ","Carboniferous ","Upper Carboniferous ","Missourian ",39.8167,-101.2333,"Algae ","United States ","","Only phylloid algal wackestones are mentioned but display thickening and therefore mound geometry. Selective dissolution of phylloid algal plates.","Ebanks, W.J.Jr., Watney, W.L. ",1985,"Geology of Upper Pennsylvanian carbonate oil reservoirs, Happy and Seberger fields, northwestern Kansas. - ","Roehl, P.O. & Choquette, P.W. ","Carbonate Petroleum Reservoirs. - ","  ","241-250 "
358,418,"Anderson Ranch, New Mexico ","  ","Permian ","Lower Permian ","Sakmarian ",32.8667,-103.6667,"Tubiphytes ","United States ","","Tubiphytes-phylloid algal patch reef. Two horizons in shallowing-upward cycles. Time slice doubtful. Base of Wolfcampian described, but correlated with Sakmarian instead of Asselian. Average porosity of 9.4 %","Malek-Aslani, M. ",1985,"Permian patch-reef reservoir, north Anderson Ranch field, southeastern New Mexico. - ","Roehl, P.O. & Choquette, P.W. ","Carbonate Petroleum Reservoirs. - ","  ","267-276 "
359,419,"Morton Field, New Mexico ","Hueco ","Permian ","Lower Permian ","Asselian ",33.1333,-103.3833,"Algae ","United States ","","Phylloid algae (mainly Eugonophyllum) and encrusting tubular forams as main constituents. Subordinate Tubiphytes, crinoids, bryozoans... Locally Tubiphytes-forams boundstones within bafflestone facies.","Cys, J.M., Mazzullo, S.J. ",1985,"Depositional and diagenetic history of a Lower Permian (Wolfcamp) phylloid-algal reservoir, Hueco Formation, Morton field, southeastern New Mexico. - ","Roehl, P.O. & Choquette, P.W. ","Carbonate Petroleum Reservoirs. - ","  ","279-288 "
360,420,"Blalock Field, Texas ","  ","Permian ","Lower Permian ","Asselian ",31.9,-101.65,"Tubiphytes ","United States ","","Bryozoan-Tubiphytes-foram buildup situated on phylloid algal banks.","Asquith, G.B., Drake, J.F. ",1985,"Depositional history and reservoir development of a Permian Fistulipora-Tubiphytes bank complex, Blalock Lake east field, west Texas. - ","Roehl, P.O. & Choquette, P.W. ","Carbonate Petroleum Reservoirs. - ","  ","311-316 "
361,421,"Hico Knowles Field, Louisiana ","Smackover ","Jurassic ","Upper Jurassic ","Oxfordian/Kimmeridgian ",32.8333,-92.6667,"Corals ","United States ","","Tubiphytes is also abundant.","Crevello, P.D., Harris, P.M., Stoudt, D.L. & Baria, L.R. ",1985,"Porosity evolution and burial diagenesis in a Jurassic reef-debris reservoir, Smackover Formation, Hico Knowles Field, Louisiana. - ","Roehl, P.O. & Choquette, P.W. ","Carbonate Petroleum Reservoirs. - ","  ","387-406 "
364,422,"Sisophon ","  ","Permian ","Middle Permian ","upper Murghabian ",13.6167,102.9667,"Corals ","Cambodia ","","Neoschwagerina to Yabeina zone","Ishii, K., Kato, M. & Nakamura, K. ",1969,"Permian limestones of west Cambodia. - ","  ","Paleont. Soc. Japan, Spec. Papers. - ","14 ","41-55 "
365,425,"Podzamcze+Smolen, Zegarowe ","Zegarowe ","Jurassic ","Upper Jurassic ","upper Oxfordian ",50.4333,19.6167,"Microbes ","Poland ","60852 "," ","Trammer, J. ",1989,"Middle to Upper Oxfordian sponges of the Polish Jura. - ","  ","Acta Geol. Polonica ","39 ","49-91 "
365,3438,"Birow + Dymnik + Niegowonice + Wysoka, Polish Jura ","Zawodzie ","Jurassic ","Upper Jurassic ","middle Oxfordian ",50.4667,19.55,"Siliceous sponges ","Poland ","60850 "," ","Trammer, J. ",1989,"Middle to Upper Oxfordian sponges of the Polish Jura. - ","  ","Acta Geol. Polonica ","39 ","49-91 "
365,426,"Trzebinia, Polish Jura ","  ","Jurassic ","Upper Jurassic ","middle Oxfordian ",50.1833,19.4167,"Siliceous sponges ","Poland ","60813 ","Nearby Mlynka quarry with well developed Stromatactis.","Trammer, J. ",1989,"Middle to Upper Oxfordian sponges of the Polish Jura. - ","  ","Acta Geol. Polonica ","39 ","49-91 "
365,423,"Zalesiaki + Niwiska + Racizyn + Lisowice ","  ","Jurassic ","Upper Jurassic ","upper Oxfordian ",51.0833,18.8333,"Siliceous sponges ","Poland ","60856 ","Niwiska is slightly to the east at 51-6N 18-58E","Trammer, J. ",1989,"Middle to Upper Oxfordian sponges of the Polish Jura. - ","  ","Acta Geol. Polonica ","39 ","49-91 "
365,3436,"Dobrogoszczyce, Polish Jura ","  ","Jurassic ","Upper Jurassic ","Oxfordian/Kimmeridgian ",50.6167,19.5667,"Siliceous sponges ","Poland ","60857 ","Siliceous sponges described but presence of 15 coral genera noted","Trammer, J. ",1989,"Middle to Upper Oxfordian sponges of the Polish Jura. - ","  ","Acta Geol. Polonica ","39 ","49-91 "
365,424,"Kielniki ","  ","Jurassic ","Upper Jurassic ","upper Oxfordian ",50.75,19.25,"Siliceous sponges ","Poland ","60851 "," ","Trammer, J. ",1989,"Middle to Upper Oxfordian sponges of the Polish Jura. - ","  ","Acta Geol. Polonica ","39 ","49-91 "
365,3437,"Zawodzie + Mirow + Predziszow, Polish Jura ","Zawodzie ","Jurassic ","Upper Jurassic ","middle Oxfordian ",50.8167,19.1333,"Siliceous sponges ","Poland ","60818 "," ","Trammer, J. ",1989,"Middle to Upper Oxfordian sponges of the Polish Jura. - ","  ","Acta Geol. Polonica ","39 ","49-91 "
366,431,"Caldon Low, Derbyshire, Great Britain ","  ","Carboniferous ","Lower Carboniferous ","Chadian ",53.0667,-1.8333,"Microbes ","United Kingdom ","","Including Dovedale complex. Fenestrate bryozoan-sponge spicule buildup. Crinoids restricted to flanks. Lower ramp setting.","Miller, J., Grayson, R.F. ",1982,"The regional context of Waulsortian facies in northern England. - ","Bolton, K., Lane, H.R. & LeMone, D.V. ","Symp. on the Paleoenv. Setting and Distr. of Waulsortian Facies ","  ","17-33 "
366,427,"Craven, Lancashire, Great Britain ","  ","Carboniferous ","Lower Carboniferous ","Chadian ",53.9,-2.4,"Microbes ","United Kingdom ","","Chadian age, younger than typical Waulsortian mounds. Below lower Visean unconformity. Reef knolls. Bryzoans are dominant macrofossils. Fenestella, crinoids and stromatactis are common. Grivanella and sponges locally abundant. Including Crow Hill, Worsaw, Gerna, Sykes and Twiston localities of ref. 2567","Miller, J., Grayson, R.F. ",1982,"The regional context of Waulsortian facies in northern England. - ","Bolton, K., Lane, H.R. & LeMone, D.V. ","Symp. on the Paleoenv. Setting and Distr. of Waulsortian Facies ","  ","17-33 "
369,433,"N-Arkansas ","  ","Carboniferous ","Lower Carboniferous ","Osagean ",36.3333,-93.4167,"Bryozoans ","United States ","","Position as well as detailed composition unclear","Manger, W.L., Thompson, T.L. ",1982,"Regional depositional setting of Lower Mississippian Waulsortian Mound facies, southern midcontinent, Arkansas, Missouri and Oklahoma. - ","Bolton, K., Lane, H.R. & LeMone, D.V. ","Symp. on the Paleoenv. Setting and Distr. of Waulsortian Facies ","  ","43-50 "
371,434,"Cork ","  ","Carboniferous ","Lower Carboniferous ","Tournaisian/Visean ",51.9,-8.4667,"Microbes ","Ireland ","","Waulsortian in Ireland genarally thicker than in type locality. Bryzoans are dominant macrofossils.","Sevastopulo, G.D. ",1982,"The age and depositional setting of Waulsortian limestones in Ireland. - ","Bolton, K., Lane, H.R. & LeMone, D.V. ","Symp. on the Paleoenv. Setting and Distr. of Waulsortian Facies ","  ","65-79 "
371,435,"Kenmare ","  ","Carboniferous ","Lower Carboniferous ","Tournaisian/Visean ",51.8833,-9.5833,"Microbes ","Ireland ",""," ","Sevastopulo, G.D. ",1982,"The age and depositional setting of Waulsortian limestones in Ireland. - ","Bolton, K., Lane, H.R. & LeMone, D.V. ","Symp. on the Paleoenv. Setting and Distr. of Waulsortian Facies ","  ","65-79 "
371,437,"Feltrim Hill, Dublin ","  ","Carboniferous ","Lower Carboniferous ","Courceyan ",53.5,-6.5,"Microbes ","Ireland ","76497 ","400 m thick Waulsortian facies. Outcropping and subsurface. Original dating Courceyan/Chadian. New data suggest late Courceyan (Tournaisian)","Sevastopulo, G.D. ",1982,"The age and depositional setting of Waulsortian limestones in Ireland. - ","Bolton, K., Lane, H.R. & LeMone, D.V. ","Symp. on the Paleoenv. Setting and Distr. of Waulsortian Facies ","  ","65-79 "
372,446,"Northern Poland ","  ","Carboniferous ","Lower Carboniferous ","Tournaisian ",53,19,"Microbes ","Poland ","","Debris from breccia encountered in borehole. Bryzoans are dominant macrofossils. M. Paszkowski cited in ref. 372. Position unclear.","Lees, A., Miller, J. ",1995,"Waulsortian banks. - ","Monty, C.L.V., Bosence, D.W.J., Bridges, P.H. & Pratt, B.R. ","Spec. Publs. int. Ass. Sediment. ","23 ","191-271 "
372,438,"Keel ","  ","Carboniferous ","Lower Carboniferous ","Tournaisian/Visean ",53.6833,-7.8833,"Microbes ","Ireland ","","Northern limit of Waulsortian facies in Ireland.","Lees, A., Miller, J. ",1995,"Waulsortian banks. - ","Monty, C.L.V., Bosence, D.W.J., Bridges, P.H. & Pratt, B.R. ","Spec. Publs. int. Ass. Sediment. ","23 ","191-271 "
373,439,"San Andres Mts, New Mexico ","Lake Valley ","Carboniferous ","Lower Carboniferous ","Ivorian ",33,-106.6667,"Microbes ","United States ","","Stratigraphy updated from Lees and Miller (1995)","Meyers, W.J., Cowan, P. & Lohmann, K.C. ",1982,"Diagenesis of Mississippian skeletal limestones and bioherm muds, New Mexico. - ","Bolton, K., Lane, H.R. & LeMone, D.V. ","Symp. on the Paleoenv. Setting and Distr. of Waulsortian Facies ","  ","80-95 "
374,441,"Grapevine Canyon, New Mexico ","Lake Valley ","Carboniferous ","Lower Carboniferous ","Ivorian ",32.6833,-105.85,"Microbes ","United States ","","Stratigraphy updated from Lees and Miller (1995)","Lane, H.R., Ormiston, A.R. ",1982,"Waulsortian facies, Sacramento Mountains, New Mexico: guide for an international field seminar, March 2-6, 1982. - ","Bolton, K., Lane, H.R. & LeMone, D.V. ","Symp. on the Paleoenv. Setting and Distr. of Waulsortian Facies ","  ","115-182 "
374,440,"Teepee Mound, Sacramento Mts., New Mexico ","Lake Valley ","Carboniferous ","Lower Carboniferous ","Ivorian ",32.8667,-105.9,"Microbes ","United States ","","Other mound in Deadman Branch. Stratigraphy updated from Lees and Miller (1995)","Lane, H.R., Ormiston, A.R. ",1982,"Waulsortian facies, Sacramento Mountains, New Mexico: guide for an international field seminar, March 2-6, 1982. - ","Bolton, K., Lane, H.R. & LeMone, D.V. ","Symp. on the Paleoenv. Setting and Distr. of Waulsortian Facies ","  ","115-182 "
376,442,"Bishop Cap Hills, Las Cruces, New Mexico ","Lake Valley ","Carboniferous ","Lower Carboniferous ","Ivorian ",32.25,-106.5833,"Microbes ","United States ","","Sponges, Ostracodes and some corals also present. No algae. Stratigraphy updated from Lees and Miller (1995)","LeMone, D.V., Flih, B. & Lane, H.R. ",1982,"Waulsortian facies of the Bishop Cap Hills, Dona Ana County, New Mexico. - ","Bolton, K., Lane, H.R. & LeMone, D.V. ","Symp. on the Paleoenv. Setting and Distr. of Waulsortian Facies ","  ","183-193 "
377,444,"Spina Kada ","  ","Carboniferous ","Lower Carboniferous ","Tournaisian ",33.5,66.8333,"Microbes ","Afghanistan ","","Bryozoans are dominant macrofossils. Position doubtful","Vachard, D. ",1980,"Tethys et Gondwana au Paleozoique superieur les donnees afghanes. Biostratigraphie, micropaleontologie, paleogeographie. - ","  ","Docum. Trav. IGAL, Paris ","2 ","463 pp. "
377,443,"Bokan ","  ","Carboniferous ","Lower Carboniferous ","Tournaisian ",33.9167,67.9167,"Microbes ","Afghanistan ","","Bryozoans are dominant macrofossils.","Vachard, D. ",1980,"Tethys et Gondwana au Paleozoique superieur les donnees afghanes. Biostratigraphie, micropaleontologie, paleogeographie. - ","  ","Docum. Trav. IGAL, Paris ","2 ","463 pp. "
377,445,"Band-e Bayan ","  ","Carboniferous ","Lower Carboniferous ","Tournaisian ",34.3333,65.1667,"Microbes ","Afghanistan ","","Village Iraq. Position unclear.","Vachard, D. ",1980,"Tethys et Gondwana au Paleozoique superieur les donnees afghanes. Biostratigraphie, micropaleontologie, paleogeographie. - ","  ","Docum. Trav. IGAL, Paris ","2 ","463 pp. "
379,447,"Alexander Island, Antarctica ","  ","Jurassic ","Upper Jurassic ","Tithonian ",-71.6167,-68.7,"Microbes ","Antarctica ","","Methane-seep limestone with gastropodes, bivalves and microbial crusts. Not a reef","Kelly, S.R.A., Ditchfield, P.W., Doubleday, P.A. & Marshall, J.D. ",1995,"An Upper Jurassic methane-seep limestone from the Fossil Bluff Group forearc basin of Alexander Island, Antarctica. - ","  ","Journ. Sedimentary Res. ","A65 ","274-282 "
380,449,"Fuente Alamo ","  ","Jurassic ","Upper Jurassic ","Oxfordian ",38.7,2.2667,"Siliceous sponges ","Spain ","67866 ","Thickest development of sponge limestones","Behmel, H. ",1970,"Beiträge zur Stratigraphie und Paläontologie des Juras von Ostspanien, V. Stratigraphie und Fazies im präbetischen Jura von Albacete und Nord-Murcia. - ","  ","N. Jb. Geol. Paläont. Abh. ","137 ","1-102 "
380,448,"El Entredicho ","  ","Jurassic ","Upper Jurassic ","Oxfordian ",38.4333,1.575,"Siliceous sponges ","Spain ","67867 "," ","Behmel, H. ",1970,"Beiträge zur Stratigraphie und Paläontologie des Juras von Ostspanien, V. Stratigraphie und Fazies im präbetischen Jura von Albacete und Nord-Murcia. - ","  ","N. Jb. Geol. Paläont. Abh. ","137 ","1-102 "
