"reference","reef.number","name","formation","system","series","interval","latitude","longitude","biota.main","country","collection.pbdb","remarks","authors","year","title","editors","paper","number","pages"
2300,3227,"Grobie, Holy Cross Mts. ","Pinczów ","Neogene ","Miocene ","lower Badenian ",50.4667,20.8,"Corals ","Poland ","32515 ","lower Badenian = Langhian Borings and encrustations frequent. Several Lithophaga borings Probably the world's northernmost Neogene hermatypic coral buildup","Górka, M. ",2002,"The Lower Badenian (Middle Miocene) coral patch reef at Grobie (southern slopes of the Holy Cross Mountains, Central Poland), its origin, development and demise ","  ","Acta Geologica Polonica ","52 ","521-534 "
2301,3228,"Gerstetten ","  ","Jurassic ","Upper Jurassic ","lower Tithonian ",48.6167,10.0167,"Corals ","Germany ","34398 ","Weißjura Zeta 2 Corals and sponges mostly from margin of reef facies","Reiff, W. ",1988,"Die Korallenvorkommen von Gerstetten; fazielle und stratigraphische Zuordnung im Oberen Weißen Jura der östlichen Schwäbischen Alb ","  ","Jahreshefte des Geologischen Landesamtes in Baden-Wuerttemberg ","30 ","357-371 "
2303,3230,"Jabal Tayran, Wadi Telah ","Tayran ","Neogene ","Miocene ","Aquitanian ",28.4167,34.8833,"Corals ","Saudi Arabia ","0 ","Two reef intercalations in in sandstone-marl-siltstone sequence. Lower intercalation is 12 m thick","Dullo, W.-C., Hötzl, H., Jado, A.R. ",1983,"New stratigraphical results from the Tertiary sequence of the Midyan area, NW Saudi Arabia; Contributions to the geology of the eastern margin of the Red Sea ","  ","Newsletters on Stratigraphy ","12 ","75-83 "
2303,3231,"Jabal Kibrit ","Al Bad ","Neogene ","Miocene ","Tortonian ",28.1667,34.9,"Corals ","Saudi Arabia ","34413 "," ","Dullo, W.-C., Hötzl, H., Jado, A.R. ",1983,"New stratigraphical results from the Tertiary sequence of the Midyan area, NW Saudi Arabia; Contributions to the geology of the eastern margin of the Red Sea ","  ","Newsletters on Stratigraphy ","12 ","75-83 "
2303,3229,"Jabal Tayran, Wadi al Kils ","Tayran ","Paleogene ","Oligocene ","Chattian ",28.4333,34.8667,"Corals ","Saudi Arabia ","34408 ","Patch reef in backreef environment with 4 coral species. Monospecific (?) coral framestones (Caulastrea) are also present. Incomplete taxonomic descriptions Wadi al Kils Member","Dullo, W.-C., Hötzl, H., Jado, A.R. ",1983,"New stratigraphical results from the Tertiary sequence of the Midyan area, NW Saudi Arabia; Contributions to the geology of the eastern margin of the Red Sea ","  ","Newsletters on Stratigraphy ","12 ","75-83 "
2305,3232,"Cheile Turzii, Cluj ","Sandulesti ","Jurassic ","Upper Jurassic ","Tithonian ",46.5833,23.6833,"Corals ","Romania ","","Coral-agal-microbial reef complex on magmatic arc complex","Sasaran, E., Bucur, I.I. ",2001,"Upper Jurassic-Lower Cretaceous microbolites and calcareous algae from the Stramberk-like limestones in Cheile Turzii area ","Bucur, I.I., Filipescu, S., Sasaran, E. ","Algae and carbonate platforms in western part of Romania. Field trip guidebook ","  ","191-207 "
2306,3234,"Mullamullang Cave, Eucla Basin ","Nullarbor Limestone ","Neogene ","Miocene ","Burdigalian ",-31.7167,127.2333,"Algae ","Australia ","","Widespread biostrome? at base of Nullarbor Limestone (3500 square miles). Ubiquitous coralline algae, numerous large benthic foraminifers, more abundant mollusks, and local concentrations of zooxanthellate corals Age given as late early to early midde Miocene at: http://www-odp.tamu.edu/publications/182_IR/chap_02/c2_4.htm","Lowry, D. C. ",1970,"Geology of the Western Australian part of the Eucla basin ","  ","Geological Survey of Western Australia Bulletin ","122 ","1-201 "
2306,3235,"Forrest, Eucla Basin ","Nullarbor Limestone ","Neogene ","Miocene ","Langhian ",-30.85,128.0833,"Corals ","Australia ","34466 "," ","Lowry, D. C. ",1970,"Geology of the Western Australian part of the Eucla basin ","  ","Geological Survey of Western Australia Bulletin ","122 ","1-201 "
2307,3237,"Sialum, Huon Peninsula ","  ","Neogene ","Pleistocene ","upper Pleistocene ",-6.0833,147.5833,"Corals ","Papua New Guinea ","34474 ","125-30 ka","Pandolfi, J.M. ",1996,"Limited membership in Pleistocene reef coral assemblages from the Huon Peninsula, Papua New Guinea: constancy during global change ","  ","Paleobiology ","22 ","152-176 "
2307,3236,"Hubegong, Huon Peninsula ","  ","Neogene ","Pleistocene ","upper Pleistocene ",-6.3167,147.8,"Corals ","Papua New Guinea ","34476 ","Nine reef terraces with a cummulative thickness of ca. 390 m. Age from 125-30 ka.","Pandolfi, J.M. ",1996,"Limited membership in Pleistocene reef coral assemblages from the Huon Peninsula, Papua New Guinea: constancy during global change ","  ","Paleobiology ","22 ","152-176 "
2308,3242,"Discovery Bay ","Hope Gate ","Neogene ","Plio-Pleistocene ","Pliocene-Pleistocene ",18.4667,-77.4,"Corals ","Jamaica ","34543 "," ","Budd, A.F., McNeill, D.F. ",1998,"Zooxanthellate scleractinian corals of the Bowden shell bed, Southeast Jamaica ","  ","Contributions to Tertiary and Quaternary Geology ","35 ","47-62 "
2308,3239,"Old Pera Beds ","Old Pera Beds ","Neogene ","Pliocene ","Upper Pliocene ",17.8833,-76.2806,"Corals ","Jamaica ","34540 ","Forereef coral assemblages","Budd, A.F., McNeill, D.F. ",1998,"Zooxanthellate scleractinian corals of the Bowden shell bed, Southeast Jamaica ","  ","Contributions to Tertiary and Quaternary Geology ","35 ","47-62 "
2308,3241,"Port Antonio ","Manchioneal ","Neogene ","Pleistocene ","earliest Pleistocene ",18.1847,-76.4181,"Corals ","Jamaica ","34542 ","Reef coral assemblage. Earliest Pleistocene. Range 2-1.4 Ma","Budd, A.F., McNeill, D.F. ",1998,"Zooxanthellate scleractinian corals of the Bowden shell bed, Southeast Jamaica ","  ","Contributions to Tertiary and Quaternary Geology ","35 ","47-62 "
2308,3240,"Navy Island ","Manchioneal ","Neogene ","Plio-Pleistocene ","Pliocene-Pleistocene ",18.1861,-76.4347,"Corals ","Jamaica ","34541 ","Reef coral assemblages in the Navy Island member of the Manchioneal Fm. 1.95 to 1.8 Ma age.","Budd, A.F., McNeill, D.F. ",1998,"Zooxanthellate scleractinian corals of the Bowden shell bed, Southeast Jamaica ","  ","Contributions to Tertiary and Quaternary Geology ","35 ","47-62 "
2309,3243,"Hirogawa, Kii Peninsula ","Ikenoue ","Jurassic ","Upper Jurassic ","Tithonian-Berriasian ",34.0167,135.1667,"Corals ","Japan ","34551 ","16 species of scleractinians and poriferans in transported carbonate mounds embedded in fine-grained clastic rocks","Kashiwagi, K., Yamagiwa, N., Yao, A., Ezaki, Y., Sakaori, Y., Shoji, Y. ",2002,"Late Jurassic cnidarian and poriferan fossils from the Torinosu-type limestones in the Kurosegawa Terrane, western Kii Peninsula, southwest Japan and their geological significance ","  ","Fossils (Kaseki) ","72 ","5-16 "
2310,3244,"Takanabe, Kyushu ","Takanabe ","Neogene ","Pliocene ","Upper Pliocene ",32.0833,131.5,"Non-rudist bivalves ","Japan ","","Cold-seep assemblage of bivalves","Ikeda, K., Majima, R., Wada, H., Kato, K. ",2002,"A cold-seep assemblage from the Takanabe Formation, Miyazaki Group, Kyushu, Japan ","  ","Fossils (Kaseki) ","73 ","1-12 "
2311,3246,"Galicia Margin, ODP Leg 103, Site 639 ","  ","Jurassic ","Upper Jurassic ","Tithonian-Berriasian ",42.1333,-12.25,"Stromatoporoids ","Atlantic ","34584 ","Late Tithonian to early Berriasian. Well preserved reef facies only encountered in Well 639D in a 4 m interval. Other is 'marbled' biohermal dolomite.","Jansa, L.F., Comas, M.C., Sarti, M., Haggerty, J.A. ",1988,"Late Jurassic carbonate platform of the Galicia margin ","  ","Proceedings of the Ocean Drilling Program, Scientific Results ","103 ","171-192 "
2314,3247,"Shakhtesai Subzone, Axial Zone, Pamirs ","Chichkautek ","Triassic ","Upper Triassic ","Rhaetian ",37.7833,74.25,"Microbes ","Tajikistan ","34645 "," ","Dronov, V.I., Melnikova, G.K. ",1994,"Facies zonation of the Triassic basin in the SE Pamirs ","  ","Courier Forschungsinstitut Senckenberg ","172 ","275-282 "
2315,3248,"Faulenhau, Westerheim, Swabia ","  ","Jurassic ","Upper Jurassic ","middle Kimmeridgian ",48.5,9.6167,"Siliceous sponges ","Germany ","34650 "," ","Werner, W., Leinfelder, R.R., Fürsich, F.T., Krautter, M. ",1994,"Comparative palaeoecology of marly coralline sponge-bearing reefal associations from the Kimmeridgina (Upper Jurassic) of Portugal and southwestern Germany ","  ","Courier Forschungsinstitut Senckenberg ","172 ","381-397 "
2317,2041,"Padaukpin, Maymyo, Myanmar ","Padaukpin ","Devonian ","Middle Devonian ","Eifelian ",22.0833,96.5833,"Corals ","Burma ","62942 ","Ref. 2317 cites older papers describing 23 rugose and 21 tabulate coral species. Only eight taxa described in ref. 2317. Biostrome mentioned rugose and tabulate corals, brachiopods, sponges, bryozoans and microfossils reported","Aung, A.K. ",1995,"New Middle Devonian (Eifelian) rugose corals from Myanmar ","  ","Journal of Southeast Asian Earth Sciences ","11 ","23-32 "
2317,3467,"Pwepon Hill, Myanmar ","Maymyo ","Devonian ","Middle Devonian ","Eifelian ",22.0833,96.5833,"Corals ","Burma ","62951 ","Dolomitic biostrome","Aung, A.K. ",1995,"New Middle Devonian (Eifelian) rugose corals from Myanmar ","  ","Journal of Southeast Asian Earth Sciences ","11 ","23-32 "
2318,3253,"Sula River, northern Timan ","Nerma ","Permian ","Lower Permian ","lower Artinskian ",67,51.75,"Algae ","Russia ","75623 ","Position estimated from map, incorrectly stated in paper. Palaeoaplysina-coral buildups (with sponges and bryozoans) Protolonsdaleiastraea and Stikineastraea common","Kossovaya, O.L., Guseva, E.A., Lukin, A.E., Zhuravlev, A.V. ",2001,"Middle Artinskian (Early Permian) ecological event: a case study of the Urals and northern Timan ","  ","Proceedings of the Estonian Academy of Sciences ","50 ","95-113 "
2319,3254,"Pisgah Gap, Clinchport, Virginia ","Bowen ","Ordovician ","Middle Ordovician ","Llanvirnian ",36.6253,-82.7264,"Bryozoans ","United States ","34738 ","Several bryozoan microreefs (< 20 cm) spaced at 35-100 cm. Trypanites borings","McKinney, F.K., Webb, F, Jr., McKinney, M.J. ",2001,"Middle Ordovician infratidal bryozoan-dominated microreefs (Bowen Formation, southwestern Virginia, USA) ","  ","Memorie di Scienze Geologiche ","53 ","125-137 "
2320,3256,"Oaxaca ","Cipiapa ","Cretaceous ","Middle Cretaceous ","Albian-Cenomanian ",17.0333,-97.5833,"Rudists ","Mexico ","31304 ","Rudist biostrome. Middle Albian to Cenomanian age","Alencaster, G. ",1973,"Una nueva especie de Toucasia en el Cretacico medio de los estatos de Oaxaca y Puebla ","  ","Paleontologia Mexicana ","36 ","3-18 "
2322,3258,"Fort Island, Cedar Lake, Manitoba ","Cedar Lake Dolomite ","Silurian ","Llandovery ","Telychian ",53.3,-100.2667,"Corals ","Canada ","26747 ","Possibly ranging into Wenlock","Stearn, C.W. ",1956,"Stratigraphy and palaeontology of the Interlake Group and Stonewall Formation of Southern Manitoba ","  ","Geological Survey of Canada Memoir ","281 ","1-162 "
2322,3260,"Davis Point, Lake Manitoba ","Cedar Lake Dolomite ","Silurian ","Llandovery ","Telychian ",51,-98.8333,"Corals ","Canada ","26745 ","Possibly ranging into Wenlock","Stearn, C.W. ",1956,"Stratigraphy and palaeontology of the Interlake Group and Stonewall Formation of Southern Manitoba ","  ","Geological Survey of Canada Memoir ","281 ","1-162 "
2322,3262,"Lundar, Manitoba ","Cedar Lake Dolomite ","Silurian ","Llandovery ","Telychian ",50.7,-98.0333,"Corals ","Canada ","26742 ","possibly ranging into Wenlock","Stearn, C.W. ",1956,"Stratigraphy and palaeontology of the Interlake Group and Stonewall Formation of Southern Manitoba ","  ","Geological Survey of Canada Memoir ","281 ","1-162 "
2322,3259,"Fairford, Cedar Lake, Manitoba ","Cedar Lake Dolomite ","Silurian ","Llandovery ","Telychian ",51.6,-98.7,"Corals ","Canada ","26746 ","Possibly ranging into Wenlock","Stearn, C.W. ",1956,"Stratigraphy and palaeontology of the Interlake Group and Stonewall Formation of Southern Manitoba ","  ","Geological Survey of Canada Memoir ","281 ","1-162 "
2322,3264,"Cross Lake SE, Manitoba ","Atikameg-Cedar Lake ","Silurian ","Llandovery ","Aeronian-Telychian ",54.7833,-97.3667,"Corals ","Canada ","26706 ","Contains collections from Atikameg Dolomite possibly ranging into Wenlock","Stearn, C.W. ",1956,"Stratigraphy and palaeontology of the Interlake Group and Stonewall Formation of Southern Manitoba ","  ","Geological Survey of Canada Memoir ","281 ","1-162 "
2322,3263,"Moose Lake Settlement, Manitoba ","Cedar Lake Dolomite ","Silurian ","Llandovery ","Telychian ",53.7,-100.3,"Corals ","Canada ","26722 ","possibly ranging into Wenlock","Stearn, C.W. ",1956,"Stratigraphy and palaeontology of the Interlake Group and Stonewall Formation of Southern Manitoba ","  ","Geological Survey of Canada Memoir ","281 ","1-162 "
2322,3261,"Lake Agassiz, Manitoba ","Cedar Lake Dolomite ","Silurian ","Llandovery ","Telychian ",51.0833,-97.6167,"Corals ","Canada ","26744 ","ossibly ranging into Wenlock","Stearn, C.W. ",1956,"Stratigraphy and palaeontology of the Interlake Group and Stonewall Formation of Southern Manitoba ","  ","Geological Survey of Canada Memoir ","281 ","1-162 "
2323,3265,"Lowther Island, GSC loc. C-2682 ","Disappointment Bay ","Devonian ","Lower Devonian ","upper Emsian ",74.5833,-97.6667,"  ","Canada ","26624 "," ","Johnson, J.G. ",1975,"Late Early Devonian brachiopods from the Disappointment Bay Formation, Lowther Island, Arctic Canada ","  ","Journal of Paleontology ","49 ","947-978 "
